localKey,ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author_uri_current,author_uri_consolidated,msItem_xml-id,locus_start,title_text_node,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,parent_item,,,,,,,,,,,,,false positive
http://syriaca.org/manuscript/352|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[1]/author,/data/tei/352.xml,http://syriaca.org/manuscript/352,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[1]/author,1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b1,31b,Part of Discourses of Abraham Nephtarenus|Part of Discourses of Abraham Nephtarenus,ܡܐܡܪܐ ܩܕܡܝܐ,ܡܛܠ ܕܚܙܝܬܟ ܕܨܒ̇ܐ ܐܢܬ ܠܡܐܙܠ ܠܚ̈ܝܐ: ܏ܘܫ.,,,ready to ingest,Alexys Ahn,,II:832-833,DCCCXVII,Add MS 14614 foll. 1-79,"Abraham Nephtarenus. ""Discourses of Abraham Nephtarenus"". Foll. 31b-37b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/352|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[2]/author,/data/tei/352.xml,http://syriaca.org/manuscript/352,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[2]/author,1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b2,34a,Part of Discourses of Abraham Nephtarenus|Part of Discourses of Abraham Nephtarenus,ܡܐܡܪ ܕܬܪ̈ܝܢ,ܝܕܥ ܐܢܬ ܐܘ ܐܚܝ: ܕܐܝܢܐ ܕܒܥܐ ܠܡܪܕܐ ܒܐܘܪܚܐ ܢܓܝܪܬܐ: ܘ܏ܫ..,,,ready to ingest,Alexys Ahn,,II:832-833,DCCCXVII,Add MS 14614 foll. 1-79,"Abraham Nephtarenus. ""Discourses of Abraham Nephtarenus"". Foll. 31b-37b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/352|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[3]/author,/data/tei/352.xml,http://syriaca.org/manuscript/352,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[3]/author,1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b3,37a,Part of Discourses of Abraham Nephtarenus|Part of Discourses of Abraham Nephtarenus,ܡܐܡܪܐ ܕܬܠܬܐ,ܒܟܠܥܕܢ ܗܘ̣ܝܬ ܥܗܝܕ ܠܫܘܘܕܝܟ ܕܠܐ ܬܐܡܢ. ܏ܘܫ.,,,ready to ingest,Alexys Ahn,,II:832-833,DCCCXVII,Add MS 14614 foll. 1-79,"Abraham Nephtarenus. ""Discourses of Abraham Nephtarenus"". Foll. 31b-37b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/355|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[3]/author,/data/tei/355.xml,http://syriaca.org/manuscript/355,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[3]/author,1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b8,64b,Part c,ܡܪܬܝܢܘܬܐ,ܝܕܥ ܐܢܬ ܐܚܝ ܕܐܝܢܐ ܕܒ̇ܥܐ ܠܡܪܕܐ ܒܐܘܪܚܐ ܢܓܝܪܬܐ̣. ܠܘܩܕܡ ܢܦܫܗ ܒ̇ܩܐ. ܘܗܝܕܝܢ ܡܬܢܩܦ ܠܐܝܠܝܢ ܕܡ̣ܨܐ ܥܡܗܘܢ ܠܡܪܕܐ ܫܘܝܐܝܬ. ܕܕܠܡܐ ܢܦܘܫ ܡܢ ܒ̈ܢܝ ܠܘܝܬܗ ܒܐܘܪܚܐ ܘܢܚܣܪ. ܏ܘܫ.,,,ready to ingest,Alexys Ahn,,2:840-842,DCCCXXIV,"Add MS 14,615, upper text","Evagrius. ""Selections from the writings of Evagrius"". Foll. -",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/355|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[4]/author,/data/tei/355.xml,http://syriaca.org/manuscript/355,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[3]/msItem[4]/author,1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b9,68a,Another extract,ܒܟܠܥܕܢ ܗܘ̣ܝܬ ܥܗܝܕ ܠܫܘܕܝܟ݂ ܕܠܡܐ ܬܐܡܢ. ܚܘܪ ܒܢܝܫܟ ܕܠܐ ܬܚܢܐ ܠܬܘܫܐ. ܏ܘܫ.,,,,ready to ingest,Alexys Ahn,,2:840-842,DCCCXXIV,"Add MS 14,615, upper text","Evagrius. ""Selections from the writings of Evagrius"". Foll. -",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/363|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/author[1],/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/author[1],1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1a12,56b,"Selections from the writings of Abraham Nephtarenus , but here wrongly ascribed to Evagrius",,,,,ready to ingest,Alexys Ahn,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/363|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/msItem[1]/author[1],/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/msItem[1]/author[1],1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b41,56b,Part a,,ܪܚܡܬܗ ܕܥܠܡܐ ܗܢܐ̣ ܡܪܓܙܐ ܠܐܠܗܐ,,,ready to ingest,Alexys Ahn,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text","Abraham Nephtarenus, Evagrius. ""Selections from the writings of Abraham Nephtarenus , but here wrongly ascribed to Evagrius"". Foll. 56b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/363|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/msItem[2]/author[1],/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/msItem[2]/author[1],1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b42,58b,Part b,,ܥ̇ܒܕܐ ܗ̣ܘ ܪܒܐ̣ ܫܪܪܐ,,,ready to ingest,Alexys Ahn,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text","Abraham Nephtarenus, Evagrius. ""Selections from the writings of Abraham Nephtarenus , but here wrongly ascribed to Evagrius"". Foll. 56b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/363|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/msItem[3]/author[1],/data/tei/363.xml,http://syriaca.org/manuscript/363,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[12]/msItem[3]/author[1],1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p1b43,59b,Part c,,ܗܠܟ ܐܚܝ ܒܐܘܪܚܐ ܕܫܪܪܐ. ܡܛܠ ܕܦܘܩܕܢܐ ܗ̣ܘ ܚܕܬܐ̣ ܕܩܠܗ ܕܚܬܢܐ. ܣܝܡ ܒܓܘ ܠܒܟ ܫܪܪܗ̇ ܕܗܝܡܢܘܬܐ̣. ܡܛܠ ܕܐܘܪܚܐ ܗܝ ܕܚ̈ܝܐ̣. ܕܡܣܩܐ ܠܟ ܠܫܡܝܐ.,,,ready to ingest,Alexys Ahn,,2:762-766,DCCLXXXI,"Add MS 14,623, upper text","Abraham Nephtarenus, Evagrius. ""Selections from the writings of Abraham Nephtarenus , but here wrongly ascribed to Evagrius"". Foll. 56b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/49|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[14]/author,/data/tei/49.xml,http://syriaca.org/manuscript/49,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[14]/author,1,Abraham Nephtarenus,,http://syriaca.org/person/321,b14,282b,Writings of Abraham Nephtarenus .,ܡܪܝ ܐܒܪܗܡ ܢܦܬܪܝܐ ܘܝܚܝܕܝܐ,,,,ready to ingest,Alexys Ahn,,2:769-774,DCCLXXXV,Add MS 12167,"""Selections from the writings of various Fathers, or ""Collection of Exhortations of the holy Fathers and Monks."""". Foll. 2b-299",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/693|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[16]/msContents/msItem/msItem[4]/author,/data/tei/693.xml,http://syriaca.org/manuscript/693,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[16]/msContents/msItem/msItem[4]/author,1,Abraham Nephtarenus,http://syriaca.org/person/321,http://syriaca.org/person/321,p16b4,87a,Extract from Abraham Nephtarenus,ܕܡܪܝ ܐܒܪܗܡ ܢ̇ܦ̣ܬܪܝܐ,ܡܛܠ ܕܚ̣ܙܝܬܟ ܕܨ̇ܒܐ ܐܢܬ ܠܡܐܙ̇ܠ ܠܚܝ̈ܐ. ܏ܘܫ.,,,ready to ingest,Alexys Ahn,,16:50,DCCCXLIX,"Add MS 14738, foll. 85-89","""Extracts from several writers"". Foll. 85a-89b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/832|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,/data/tei/832.xml,http://syriaca.org/manuscript/832,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,Abraham Nephtarenus,,http://syriaca.org/person/321,a1,1a,Selections from the writings of Abraham Nephtarenus .,ܕܡܪܝ ܐܒܪܗܡ [ܢܦܬܪܝܐ],,,,ready to ingest,Alexys Ahn,,2:851-853,DCCCXXVI,Add MS 17180,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/364|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/author,/data/tei/364.xml,http://syriaca.org/manuscript/364,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/author,1,Adam,,http://syriaca.org/person/1560,a2,8b,The Testament of our father Adam,ܕܝܬܝܩܐ ܕܐܒܘܢ ܐܕܡ,ܫܥܬܐ ܩܕܡܝܬܐ ܕܠܠܝܐ: ܬܘܕܝܬܐ ܕܫܐܕܐ̇. ܘܒܗ̇ܝ ܫܥܬܐ ܠܐ ܣܪ̈ܚܝܢ ܘܠܐ ܡ̇ܟܝܢ ܡܕܡ ܠܐܢܫܐ,,,ready to ingest,Justin Arnwine,"Adam, first man, not Adam of Aqra",2:781-782,DCCXCI,Add MS 14624,,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/408|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/author,/data/tei/408.xml,http://syriaca.org/manuscript/408,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/author,1,Addai,http://syriaca.org/person/1118,http://syriaca.org/person/1118,p1a1,9b,"The Doctrine, or Preaching, of Addai , or Thaddaeus , the Apostle, at Edessa",,,,ܫܠܡܬ. ܡܠܦܢܘܬܗ. ܕܐܕܝ. ܫܠܝܚܐ. ܕܐܟܪܙ. ܒܐܘܪܗܝ. ܡܕܝܢܬܐ. ܡܗܝܡܢܬܐ. ܕܐܒܓܪ. ܡܠܟܐ ܡܗܝܡܢܐ.,ready to ingest,Alexys Ahn,,3:1083-1086,DCCCCXXXVI,"Add. MS 14,644, upper text",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/614|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/msItem[3]/msItem[3]/author,/data/tei/614.xml,http://syriaca.org/manuscript/614,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/msItem[3]/msItem[3]/author,1,Aitallāhā,,http://syriaca.org/person/1016,p4c3,102b,"Another scholion, regarding the order of the homilies of Gregory Nazianzen",ܣܟܠܝܘܢ ܐܝܟ ܕܒܦܣܝܩܘ ܕܡܚܘܐ ܥܠ ܡܐܡܪ̈ܐ ܕܓܪܝܓܪܝܘܣ ܬܐܘܠܓܣ ܕܐܝܠܝܢ ܐܡܝܪܝܢ ܠܗ ܩܕܡ ܕܢܗܘܐ ܩܫܝܫܐ. ܘܐܝܠܝܢ ܐܡܝܪܝܢ ܒܡܕܝܢܬܗ ܡܢ ܕܗܘܐ ܐܦܝ܏ܣܩܘ. ܘܐܝܠܝܢ ܒܩܘܣܛܢܛܝܢܦܘܠܝܣ. ܘܐܝܠܝܢ ܡܢ ܕܐܗܦܟ ܡܢ ܩܘܣܛܢܛܝܢܦܘܠܝܣ. ܘܐܝܠܝܢ ܐܝܬ ܥܠܝܗܘܢ ܦܘܫܟܐ ܕܠܘ ܕܝܠܗ ܐܢܘܢ. ܕܥܒܝܕ ܠܐܝܬܝ ܠܐܗܐ,,,,ready to ingest,Justin Arnwine,Baumstark cross-reference suggests the first possibility,2:441-443,DLXIII,"Add MS 14725, foll. 100-215","""Homily I"". Foll. 101b-",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/44|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[4]/msItem[1]/author,/data/tei/44.xml,http://syriaca.org/manuscript/44,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[4]/msItem[1]/author,1,Alexander of Alexandria,http://syriaca.org/person/2485,http://syriaca.org/person/2485,c2,135b,Testimony of Alexander of Alexandria,,,,,ready to ingest,Alexys Ahn,,2:527-529,DCLXXVI,Add MS 12164,"""Testimonies from the Fathers, adduced by Philoxenus in support of his views."". Foll. 130a-141",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/333|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[1]/author,/data/tei/333.xml,http://syriaca.org/manuscript/333,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[1]/author,1,Ammon and Benus,,http://syriaca.org/person/668,b7,122b,"Of Ammon, ܐܡܘܢ ܦܠܚܐ ܕܐܠܗܐ̣ ܘܡܠܦܢܐ ܛܒܐ , and Benus, ܐܒܒܝܢ , and of the city of Oxyrynchus, ܐܟܣܝܪܢܟܘܣ ܕܬܒܐܝܣ.",,,,,ready to ingest,Justin Arnwine,,II:648-651,DCCXXX,Add MS 14597,"""Anecdotes of the Egyptian Fathers, being extracts from the well known work of Palladius"". Foll. 122b-136",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/1120|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/author,/data/tei/1120.xml,http://syriaca.org/manuscript/1120,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/author,1,Ammonius,http://syriaca.org/person/839,http://syriaca.org/person/855,p2a5,144a,Writings of Ammonius,,,,,ready to ingest,Justin Arnwine,"Ammonius of the 4th century, not Ammonius of Alexandria",II:793-796,DCCXCVII,"Add MS 18,814, foll. 103-262",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/1120|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[1]/author,/data/tei/1120.xml,http://syriaca.org/manuscript/1120,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[1]/author,1,Ammonius,http://syriaca.org/person/839,http://syriaca.org/person/855,p2c1,144a,A letter,ܐܓܪܬܐ ܕܡܪܝ ܐܡܘܢܝܣ,ܝܚܝܕܝܐ ܒܚܝܪܐ ܢܗܘܐ ܗܟܝܠ ܐܓܘܢܣܛܐ ܒܛ̣ܝܠ ܠܗ ܥܠ ܚ̈ܝܘܗܝ. ܘܢܗܘܐ ܥܝܪ ܒܪܥܝܢܗ. ܏ܘܫ.,,,ready to ingest,Justin Arnwine,"Ammonius of the 4th century, not Ammonius of Alexandria",II:793-796,DCCXCVII,"Add MS 18,814, foll. 103-262","Ammonius. ""Writings of Ammonius"". Foll. 144a-154b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/1120|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[2]/author,/data/tei/1120.xml,http://syriaca.org/manuscript/1120,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[5]/msItem[2]/author,1,Ammonius,http://syriaca.org/person/839,http://syriaca.org/person/855,p2c2,148a,A discourse,,ܡܣܝܒܪܢܐ̣ ܠܘ ܗ̇ܘ ܗ̣ܘ ܕܒܝܕ ܣܘܥܪ̈ܢܐ ܡܨܠܚ. ܘܠܘ ܗ̇ܘ ܗܘ ܕܡܪܚܩ ܡܢ ܐܝܠܝܢ ܕܣܩ̈ܘܒܠܝܢ ܠܬܫܒܘܚܬܐ. ܡܣܝܒܪܢܘܬܐ ܓܝܪ ܡܬܩܝܡܐ̣ ܒܣܘܓܐܐ ܕܡ̈ܚܫܒܬܐ. ܏ܘܫ..,,,ready to ingest,Justin Arnwine,"Ammonius of the 4th century, not Ammonius of Alexandria",II:793-796,DCCXCVII,"Add MS 18,814, foll. 103-262","Ammonius. ""Writings of Ammonius"". Foll. 144a-154b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/355|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[7]/author,/data/tei/355.xml,http://syriaca.org/manuscript/355,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[7]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1a7,80b,Extracts from the letters of Ammonius,ܕܐܒܐ ܐܡܘܢܝܣ,,,,ready to ingest,Justin Arnwine,"Ammonius of the 4th century, not Ammonius of Alexandria",2:840-842,DCCCXXIV,"Add MS 14,615, upper text",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/409|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/author,/data/tei/409.xml,http://syriaca.org/manuscript/409,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/author,1,Ammonius,,http://syriaca.org/person/855,b6,110b,"Narrative of the massacre of the monks of Mount Sinai and of Raithū , by the Arab barbarians , written by the monk Ammonius",ܬܘܒ ܬܫܥܝܬܐ ܘܣܗܕܘܬܐ ܕܐܒ̈ܗܬܐ ܩ̈ܕܝܫܐ ܘܛܘ̈ܒܬܢܐ: ܗ̇ܢܘܢ ܕܐܬܪܕܦܘ ܡܢ ܒܪ̈ܒܪܝܐ ܒܛܘܪܐ ܩܕܝܫܐ ܕܣܝܢܝ ܘܒܪܐܝܬܘ ܐܬܟܬ̤ܒܬ ܕܝܢ ܡܢ ܛܘܒܢܐ ܐܡܘܢܝܘܣ ܝܚܝܕܝܐ,,,ܫܠܡ ܬܫܥܝܬܐ ܘܣܗܕܘܬܐ ܕܐܒ̈ܗܬܐ ܩ̈ܕܝܫܐ ܘܛܘ̈ܒܬܢܐ: ܗ̇ܢܘܢ ܕܐܬܪܕܦܘ ܡܢ ܒܪ̈ܒܪܝܐ ܒܛܘܪܐ ܩܕܝܫܐ ܕܣܝܢܝ ܘܒܪܐܝܬܘ ܕܗ̣ܝ ܗܝ ܐܠܝܡ ܐܬܟܬ̤ܒܬ ܕܝܢ ܡܢ ܛܘܒܢܐ ܐܡܘܢܝܘܣ ܝܚܝܕܝܐ,ready to ingest,Justin Arnwine,"Ammonius of the 4th century, not Ammonius of Alexandria",3:1111-1116,DCCCCLII,Add MS 14645,"""Forty-one Lives of Saints and Martyrdoms"". Foll. -",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/71|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem/msItem[5]/author,/data/tei/71.xml,http://syriaca.org/manuscript/71,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem/msItem[5]/author,1,Ammonius,http://syriaca.org/person/839,http://syriaca.org/person/855,p3b5,225a,"The Epistles of Ammonius , fifteen in number",ܐܓܪ̈ܬܐ ܕܡܪܝ ܐܡܘܢܝܣ ܐܝܚܝܕܝܐ,,,,ready to ingest,Justin Arnwine,"Ammonius of the 4th century, not Ammonius of Alexandria",II:633-638,DCCXXVII,Add MS 12175 foll. 81-254,""""". Foll. 81a-254b",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1a9,107a,Select letters of Ammonius,ܐܓܪ̈ܬܐ ܕܐܡܘܢܝܣ,,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text",,,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[1]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[1]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b17,107a,The first letter,,ܩܕܡ ܟܠܡܕܡ ܡܨܠܐ ܐܢܐ ܥܠ ܚܘܠܡܢܟܘܢ ܕܒܠܐ ܡ̈ܬܚܙܝܢܝܬܐ̇ ܐܚ̈ܝ ܚ̈ܒܝܒܐ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[2]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[2]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b18,107b,Part b,ܐܓܪܬܐ ܕܬܪ̈ܬܝܢ,ܠܚ̈ܒܝܒܝ ܕܒܡܪܢ. ܐܢ ܐܢܫ ܡ̇ܚܒ ܠܡܪܢ ܒܟܠܗ̇ ܢܦܫܗ ܏ܘܫ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[3]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[3]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b19,108b,Part c,ܐܓܪܬܐ ܕܬܠܬ,ܟܬܒ̇ܬ ܠܟܘܢ ܗܕܐ ܐܓܪܬܐ̣ ܐܝܟ ܠܪ̈ܚܡܝ ܐܠܗܐ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[4]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[4]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b20,109b,Part d,ܐܓܪܬܐ ܕܐܪܒܥ,ܝ̇ܕܥ ܐܢܐ ܕܟܬܒ ܐܢܐ ܠܟܘܢ ܐܝܟ ܕܠܒ̈ܢܝܐ ܚ̈ܒܝܒܐ ܏ܘܫ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[5]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[5]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b21,110a,Part e,ܬܘܒ ܕܚܡܫ,ܠܚܒܝܒܝ ܕܒܡܪܢ. ܝܕܥ ܐܢܐ ܕܚܘܒܐ ܕܐܠܗܐ̣. ܡܥܗܕܢܐ ܐܝܬܘܗܝ ܒܐܢܫ ܏ܘܫ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[6]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[6]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b22,110b,The sixth letter,ܐܓܪܬܐ ܕܚܡܫ,ܒܠܠܝܐ ܘܒܐܝܡܡܐ ܡܦܝܣ ܐܢܐ̣ ܏ܘܫ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
http://syriaca.org/manuscript/837|TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[7]/author,/data/tei/837.xml,http://syriaca.org/manuscript/837,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[9]/msItem[7]/author,1,Ammonius,http://syriaca.org/person/855,http://syriaca.org/person/855,p1b23,111a,Part g,ܐܓܪܬܐ ܕܬܫܥ,ܝܕܥ ܐܢܐ ܕܒܥܡܠܐ ܕܠܒܐ ܘܢܣܝܘܢܐ ܪܒܐ ܥܠܬܘܢ,,,ready to ingest,Alexys Ahn,,2:819-823,DCCCXII,"Add MS 17183, upper text","Ammonius. ""Select letters of Ammonius"". Foll. 107a-117",,,,,,,,,,,,,FALSE
