fileName,msOrPartUri,manuscript link,physDesc,Encoded Extent,RegEx Extracted,Extracted Extent,Corrected Extent,status,assignee,Encoded=Extracted?,comments
/data/tei/462.xml,http://syriaca.org/manuscript/481,https://bl.vuexistapps.us/manuscript/462,"Two vellum leaves, 6 in. by 4 1/2, slightly mutilated, with 19 or 20 lines in each page.",,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/462.xml,http://syriaca.org/manuscript/482,https://bl.vuexistapps.us/manuscript/462,"Three vellum leaves, about 7 in. by 5 1/8, much stained and torn.",,#N/A,#N/A,3,done,Kurt Urban,#N/A,
/data/tei/164.xml,http://syriaca.org/manuscript/164,https://bl.vuexistapps.us/manuscript/164,"Vellum, about 8 7/8 in. by 5 1/2, consisting of 101 leaves, some of which are much stained and slightly torn, especially foll. 2, 3, 7, 21, 30 and 101. The quires, 11 in number, are now signed with letters; what the original signatures were, does not appear. Each page has from 25 to 33 lines. This volume is written in a small, elegant, Edessene Estrangela, and dated A.Gr. 845, A.D. 534; with the exception of fol. 1, which is of the xiithcent., and foll. 29 and 38, which are paper leaves of the xiiithcent. Numerous Syriac vowels and signs of punctuation have been added by a Nestorian hand, as well as a few Greek vowels by another reader",101,101 leaves,101,101,done,Kurt Urban,TRUE,
/data/tei/143.xml,http://syriaca.org/manuscript/144,https://bl.vuexistapps.us/manuscript/143,"Vellum, about 7 1/8 in. by 4 1/2, consisting of ten leaves. The number of lines in each page varies from 19 to 21. The writing is good and regular, of the xiith cent., with a very few Greek vowels on foll. 4 band 5 a.",10,#N/A,#N/A,10,done,Kurt Urban,#N/A,
/data/tei/143.xml,http://syriaca.org/manuscript/145,https://bl.vuexistapps.us/manuscript/143,"Seven vellum leaves, about 6 ½ in. by 4 3/4, some of which are slightly stained (Add. 14,466, foll. 11 —17). The signatures of the quires were letters (ܛfol. 11). There are from 21 to 23 lines in each page. The writing is neat and regular, of the xth or xith cent., with occasional Syriac and Greek vowel-points.",7,#N/A,#N/A,7,done,Kurt Urban,#N/A,
/data/tei/143.xml,http://syriaca.org/manuscript/146,https://bl.vuexistapps.us/manuscript/143,"Vellum, about. 7 1/8 in. by 5 1/8, consisting of 25 leaves (Add. 14,466, foll. 18—42), several of which are much stained and torn, especially foll. 19,22,30,31,33,34,35,37, and 41. The quires are signed with letters (ܝܚand ـܟ). Each page has from 20-25 lines. The writing seems to of the xith or xiith cent., with occasional Syriac vowel-points.",25,25 leaves,25,25,done,Kurt Urban,TRUE,
/data/tei/143.xml,http://syriaca.org/manuscript/147,https://bl.vuexistapps.us/manuscript/143,"Vellum, about 7 1/8in. by 5, consisting of 17 leaves (Add. 14,466, foll. 43—59), some of which are much stained and torn. The quires are signed with letters (ܟܒand ܟܓ).Each page has from 19 to 23 lines. This manuscript is written in a tolerably regular handof the xthor xith cent.",17,17 leaves,17,17,done,Kurt Urban,TRUE,
/data/tei/768.xml,http://syriaca.org/manuscript/768,https://bl.vuexistapps.us/manuscript/768,"Vellum, about 6 1/4 in. by 4 1/4, consisting of 108 leaves, some of which are much stained and torn, especially foll. 24 , 69 , 74 , 85 , 86 , 89 , and 93—102 . The quires, signed with letters, were at least 18 in number. The first two are now missing, and leaves are wanting after foll. 60 , 68 , 76 , 82 , 84 , 85 , 86 , 92 , 100 , and 108 . The number of lines in each page varies from 13 to 22.",,108 leaves,108,108,done,Kurt Urban,FALSE,
/data/tei/763.xml,http://syriaca.org/manuscript/763,https://bl.vuexistapps.us/manuscript/763,"Vellum, about 10 1/2 in. by 7 1/4, consisting of 85 leaves, some of which are much stained and slightly torn, especially foll. 11, 13, 20, 22, 29, 62, and 85. The quires, signed with letters, are nine in number. Single leaves are wanting after foll. 5 and 11, and there is a lacuna after fol. 82. The number of lines in each page is very variable, owing to the annotations at the top and bottom; but a full page has from 35 to 44.",85,85 leaves,85,85,done,Kurt Urban,TRUE,
/data/tei/1126.xml,http://syriaca.org/manuscript/1126,https://bl.vuexistapps.us/manuscript/1126,"Vellum, about 8 7/8 in. by 6 1/8, consisting of 228 leaves, many of which are more or less stained and torn, especially foll. 1—32, 37, 38, 41, 216, 220, 221, and 224—228. The quires, originally 25 in number, are signed with both letters and arithmetical figures (e. g. fol. 102, ܝܓ; fol. 170, ܟ; etc.). The later signatures are erroneous. Leaves are wanting at the beginning, and after foll. 4 and 12. Each page is divided into two columns, of from 29 to 35 lines. This volume is written in a good, regular Estrangělā of the viith cent.",228,228 leaves,228,228,done,Kurt Urban,TRUE,
/data/tei/189.xml,http://syriaca.org/manuscript/189,https://bl.vuexistapps.us/manuscript/189,"Vellum, about 8 1/8 in. by 5 5/8, consisting of 74 leaves, some of which are greatly stained and soiled. Fol. 34 is much torn. The quires, signed with letters, were originally 8 in number (the last of 14 leaves), but the first is now missing. There are from 19 to 36 lines in each page. This volume is madeup of portions of at least three manuscripts, of the xth and xith centuries",74,74 leaves,74,74,done,Kurt Urban,TRUE,
/data/tei/13.xml,http://syriaca.org/manuscript/13,https://bl.vuexistapps.us/manuscript/13,"In its present state, it is made up of parts of three manuscripts, the defects of which have been supplied by the insertion of a few leaves.",149,#N/A,#N/A,149,done,Kurt Urban,#N/A,
/data/tei/13.xml,http://syriaca.org/manuscript/1166,https://bl.vuexistapps.us/manuscript/13,"Vellum, about 11 1/8 in. by 8. The quires, which are nine in number, were originally signed with arithmetical figures (e. g. fol. 28, ��; fol. 58, ��; fol. 78, ���), but afterwards with letters. A leaf is wanting at the beginning, and another after fol. 7. Each page is divided into two columns, of from 23 to 28 lines. The original description of this manuscript by William Wright includes characters, symbols, or illustrations which cannot be represented. Please consult the attached image, vol. 1, p. 63 .",87,#N/A,#N/A,87,done,Kurt Urban,#N/A,
/data/tei/13.xml,http://syriaca.org/manuscript/1167,https://bl.vuexistapps.us/manuscript/13,"Two vellum leaves, about 10 5/8. by 7 3/4, from the same manuscript as Add. 12,137, foll. 212, 213 (see no. LXXV. ); of the viiith cent. Each page is divided into two columns, of from 24 to 26 lines.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/13.xml,http://syriaca.org/manuscript/1168,https://bl.vuexistapps.us/manuscript/13,"Five vellum quires and three leaves, about 11 in. by 8, apparently belonging to the same manuscript as Add. 12,137, foll. 187—207 (see no. LXXV. ). A leaf is wanting after fol. 110. Each page is divided into two columns, of from 22 to 26 lines.",53,#N/A,#N/A,53,done,Kurt Urban,#N/A,
/data/tei/13.xml,http://syriaca.org/manuscript/1169,https://bl.vuexistapps.us/manuscript/13,"Six vellum leaves, about 10 3/4 in. by 7 7/8.",6,#N/A,#N/A,6,done,Kurt Urban,#N/A,
/data/tei/13.xml,http://syriaca.org/manuscript/1170,https://bl.vuexistapps.us/manuscript/13,"A fragment of an old Arabic document on vellum, apparently of the ivth cent. of the Hijra , which formed part of the ancient binding of the volume.",1,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/428.xml,http://syriaca.org/manuscript/428,https://bl.vuexistapps.us/manuscript/428,"Vellum, about 11 1/4 in. by 7 1/4, consisting of 81 leaves, the last of which is much soiled and torn. The quires, signed with letters, were originally 11 in number ( ܙ ـــ ܐ and ܕ ـــ ܐ ), but the first is lost, and several others are imperfect. Two leaves are wanting after fol. 14 , no less than eight alter fol. 19 , and a single leaf after fol. 61 . There are from 28 to 36 lines in. each page.",,81 leaves,81,81,done,Kurt Urban,FALSE,
/data/tei/213.xml,http://syriaca.org/manuscript/213,https://bl.vuexistapps.us/manuscript/213,"Vellum, about 10 3/8 in. by 7 3/4, consisting of 201 leaves, many of which are stained and soiled. Foll. 1 and 2 are much torn, and the former has been repaired with paper. The quires, signed with letters, are 21 in number, the last being imperfect. Each page is divided into two columns, of from 30 to 38 lines.",,201 leaves,201,201,done,Kurt Urban,FALSE,
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,https://bl.vuexistapps.us/manuscript/1108,"Paper, about 7 1/2 in. by 5 7/8, consisting of 114 leaves. The quires, signed with letters, are 9 in number. A single leaf is wanting after fol. 113. There are from 21 to 30 lines in each page.",,114 leaves,114,114,done,Kurt Urban,FALSE,
/data/tei/355.xml,http://syriaca.org/manuscript/1510,https://bl.vuexistapps.us/manuscript/355,"Vellum, about 7 1/4 in. by 5 1/8, consisting of 89 leaves, some of which are slightly stained and soiled. The quires, signed with letters, are nine in number, but the second and last are imperfect, leaves being wanting after foll. 19, 81, and 89. There are from 20 to 26 lines in each page. This volume is palimpsest throughout (see Add. 14,615, foll. 1b, et passim, lower text ).",,89 leaves,89,89,done,Kurt Urban,FALSE,
/data/tei/355.xml,http://syriaca.org/manuscript/1511,https://bl.vuexistapps.us/manuscript/355,"Vellum, about 7 1/4 in. by 5 1/8. This volume is palimpsest throughout (see Add. 14,615, upper text ).",,#N/A,#N/A,89,done,Kurt Urban,#N/A,
/data/tei/166.xml,http://syriaca.org/manuscript/166,https://bl.vuexistapps.us/manuscript/166,"Vellum, about 6 7/8 in. by 4 1/4, consisting of 91 leaves, some of which are, much stained and torn, especially foll. 1, 12, 20, 21, 23, 26, 27, 34—36, 44, and 91. How the quires were signed, does not appear. Leaves are wanting at the beginning, and after foll. 6, 7, 12, 14, 15, 16, 31, 35, 36, 44, and 74. Each page has from 25 to 29 lines. This volume is written in a small, neat Estrangela of the vithor viithcent. Greek vowels have, been added in a few places by a later hand.",91,91 leaves,91,91,done,Kurt Urban,TRUE,
/data/tei/1117.xml,http://syriaca.org/manuscript/1473,https://bl.vuexistapps.us/manuscript/1117,Foll. 1 and 58 are fly-leaves. These leaves are much torn.,,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/1117.xml,http://syriaca.org/manuscript/1474,https://bl.vuexistapps.us/manuscript/1117,"Paper, about 6 1/4 in. by 4 1/4, consisting of 56 leaves. The quires, signed with letters, are six in number. There are from 16 to 18 lines in each page.",,56 leaves,56,56,done,Kurt Urban,FALSE,
/data/tei/600.xml,http://syriaca.org/manuscript/601,https://bl.vuexistapps.us/manuscript/600,"Paper, about 7 in. by 5, consisting of 111 leaves, many of which are much stained and torn, especially foll. 1—40, 66—81, 97, 104, 105, and 110. The quires, signed with letters, were probably 16 in number; but the first three are lost, and leaves are wanting after foll. 8, 98, 105, 109, 110, and 111. The end of each quire is indicated by the letter ܡ ( ܫܠܡ ) on the verso of the last leaf (e.g. foll. 28 b, 48 b, 88 b, 98 b). There are from 14 to 16 lines in each page.",,111 leaves,111,111,done,Kurt Urban,FALSE,
/data/tei/600.xml,http://syriaca.org/manuscript/602,https://bl.vuexistapps.us/manuscript/600,"Paper, about 7 in. by 5, consisting of 24 leaves (Add. 14,720, foll. 112—135), the last four of which are much torn. The quires, of which the original number is uncertain, are signed with Syriac and Greek letters ( ܛ and ΙΓ , fol. 122 b). There is a lacuna after fol. 132. Each page has from 17 to 22 lines. Foll. 112 b , 113 a , and 122 b were left blank by the scribe.",,24 leaves,24,24,done,Kurt Urban,FALSE,
/data/tei/1110.xml,http://syriaca.org/manuscript/1110,https://bl.vuexistapps.us/manuscript/1110,"Vellum, about 7 7/8 in. by 5 3/8, consisting of 196 leaves, many of which are much stained and soiled. The quires, signed with letters, were 20 in number; but several of them either have been lost, or are imperfect. The missing portions have been supplied, during the present century , by paper leaves (foll. 1, 2, 71—89, 98, 99, 189, and 190). There are from 22 to 27 lines in each page. This volume is dated A. Gr. 1534 , A. H. 619 , A.D. 1222-3",196,196 leaves,196,196,done,Kurt Urban,TRUE,
/data/tei/85.xml,http://syriaca.org/manuscript/85,https://bl.vuexistapps.us/manuscript/85,"Vellum, about 10 1/8 in. by 6 7/8, consisting of 166 leaves, several of which are much stained and torn, especially foll. 59, 65, 68, 70 and 128. The quires, signed with letters, are 18 in number, the last having now only one leaf. Single leaves have also been lost afterfoll. 76, 77 and 86. Each page has from 19 to 23 lines.",166,166 leaves,166,166,done,Kurt Urban,TRUE,
/data/tei/1472.xml,http://syriaca.org/manuscript/329,https://bl.vuexistapps.us/manuscript/1472,"Vellum, about 8 1/4 in. by 5 5/8, consisting of 187 leaves, a few of which are slightly stained and torn, especially foll. 1, 80, 186 and 187. Foll. 186 and 187 are fly-leaves for this manuscript (see Add. 14,593, fol. 186 and Add. 14,593, fol. 187 ). The quires, signed with letters, are 19 in number. Leaves are wanting after foll. 80, 87 and 107. There are from 28 to 34 lines in each page.",,187 leaves,187,187,done,Kurt Urban,FALSE,
/data/tei/1472.xml,http://syriaca.org/manuscript/1470,https://bl.vuexistapps.us/manuscript/1472,"Vellum leaf, about 8 1/4 in. by 5 5/8, slightly stained and torn. It is a fly-leaf of Add. 14,593 .",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/1472.xml,http://syriaca.org/manuscript/1471,https://bl.vuexistapps.us/manuscript/1472,"Vellum leaf, about 8 1/4 in. by 5 5/8, slightly stained and torn. It is a fly-leaf of Add. 14,593 .",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/783.xml,http://syriaca.org/manuscript/783,https://bl.vuexistapps.us/manuscript/783,"Vellum, about 9 7/8 in. by 6 5/8, consisting of 52 leaves, some of which are slightly stained, especially at the beginning. The quires, signed with letters, are 6 in number. Each page is divided into two columns, of from 31 to 42 lines.",52,52 leaves,52,52,done,Kurt Urban,TRUE,
/data/tei/1113.xml,http://syriaca.org/manuscript/1113,https://bl.vuexistapps.us/manuscript/1113,"Paper, about 7 1/8 in. by 5 3/8, consisting of 156 leaves. The quires, signed with letters, are 16 in number. The pages (with the exception of foll. 1 b—5 a and 150 a—155 a) are divided into two columns, of about 30 lines. This volume is written in a small, neat hand, with numerous Syriac vowels and other points; is dated A. Gr. 1914, A.D. 1603",156,156 leaves,156,156,done,Kurt Urban,TRUE,
/data/tei/583.xml,http://syriaca.org/manuscript/583,https://bl.vuexistapps.us/manuscript/583,"Paper, about 10 1/4 in. by 6 7/8, consisting of 220 leaves. The quires, signed with letters, are 28 in number. A single leaf is wanting after fol. 185. There are from 18 to 22 lines in each page. This volume is written in a rather inelegant, Malkite hand, and dated A. Gr. 1533 , A.D. 1222 .",,220 leaves,220,220,done,Kurt Urban,FALSE,
/data/tei/1153.xml,http://syriaca.org/manuscript/1153,https://bl.vuexistapps.us/manuscript/1153,"Paper, 12 in. by 8, consisting of 376 leaves. The quires, 40 in number, are signed with letters (ܡ, fol. 372). Each page is divided into two columns of about 56 lines. The writing is small and inelegant, with occasional Syriac and Greek vowels and other points, of the xviith cent. Foll. 2, 199, 200, 201, and 373—376, are more modern than the rest.",376,376 leaves,376,376,done,Kurt Urban,TRUE,
/data/tei/1150.xml,http://syriaca.org/manuscript/1460,https://bl.vuexistapps.us/manuscript/1150,Fol. 1 is a torn leaf from a vellum manuscript. Fol. 1 is much torn.,,#N/A,#N/A,1,done,Kurt Urban,#N/A,
